HomeTeam,AwayTeam,FTHG,FTAG,B365H,B365D,B365A
Tottenham,Leicester,3,1,1.44,4.75,7
West Ham,Arsenal,1,2,4.33,3.8,1.8
Man United,Brentford,3,0,1.72,4,4.5
Brentford,Southampton,3,0,2.15,3.5,3.3
Burnley,Aston Villa,1,3,3,3.3,2.4
Chelsea,Wolves,2,2,1.33,5,9.5
Crystal Palace,Watford,1,0,1.65,4,5
Brighton,Man United,4,0,2.8,3.5,2.45
Liverpool,Tottenham,1,1,1.4,5,7
Arsenal,Leeds,2,1,1.45,4.5,7
Leicester,Everton,1,2,2.6,3.3,2.75
Norwich,West Ham,0,4,4.5,3.8,1.75
Man City,Newcastle,5,0,1.16,7,17
Aston Villa,Liverpool,1,2,7.5,4.75,1.4
Leeds,Chelsea,0,3,4.75,4.2,1.65
Leicester,Norwich,3,0,1.44,4.75,7
Watford,Everton,0,0,4.2,3.6,1.83
Wolves,Man City,1,5,11,6,1.25
Tottenham,Arsenal,3,0,2.05,3.75,3.5
Tottenham,Burnley,1,0,1.33,5.25,9
Aston Villa,Crystal Palace,1,1,2,3.5,3.75
Leeds,Brighton,1,1,2.62,3.5,2.62
Watford,Leicester,1,5,3.8,3.5,1.95
West Ham,Man City,2,2,7.5,5,1.4
Wolves,Norwich,1,1,1.45,4.75,6.5
Everton,Brentford,2,3,2.05,3.6,3.5
Newcastle,Arsenal,2,0,4.33,3.6,1.83
Southampton,Liverpool,1,2,7.5,5.5,1.33
Everton,Crystal Palace,3,2,1.9,3.4,4.33
Aston Villa,Burnley,1,1,2.05,3.5,3.6
Chelsea,Leicester,1,1,1.4,4.75,8
Arsenal,Everton,5,1,1.36,4.75,9
Brentford,Leeds,1,2,2.45,3.8,2.62
Brighton,West Ham,3,1,2.37,3.5,2.9
Burnley,Newcastle,1,2,2.25,3.4,3.2
Chelsea,Watford,2,1,1.18,7.5,15
Crystal Palace,Man United,1,0,3,3.6,2.25
Leicester,Southampton,4,1,1.85,4,3.8
Liverpool,Wolves,3,1,1.14,8.5,15
Man City,Aston Villa,3,2,1.16,8,17
Norwich,Tottenham,0,5,9.5,6.5,1.25
M'gladbach,Bayern Munich,1,1,4.33,4.5,1.66
Augsburg,Hoffenheim,0,4,3.2,3.75,2.1
Bielefeld,Freiburg,0,0,2.8,3.4,2.5
Stuttgart,Greuther Furth,5,1,1.83,4,4
Union Berlin,Leverkusen,1,1,2.75,3.4,2.55
Wolfsburg,Bochum,1,0,1.53,4.5,5.75
Dortmund,Ein Frankfurt,5,2,1.4,5.5,6.5
Mainz,RB Leipzig,1,0,8,5.5,1.33
FC Koln,Hertha,3,1,2.55,3.4,2.75
RB Leipzig,Stuttgart,4,0,1.36,5.25,7
Bochum,Mainz,2,0,2.62,3.5,2.62
Ein Frankfurt,Augsburg,0,0,1.57,4.5,5.25
Freiburg,Dortmund,2,1,5.5,4.75,1.5
Greuther Furth,Bielefeld,1,1,2.55,3.4,2.7
Hertha,Wolfsburg,1,2,3,3.4,2.37
Leverkusen,M'gladbach,4,0,2.2,3.75,3
Hoffenheim,Union Berlin,2,2,2,3.6,3.6
Bayern Munich,FC Koln,3,2,1.11,11,16
Dortmund,Hoffenheim,3,2,1.4,5.5,6.5
Augsburg,Leverkusen,1,4,4.75,3.8,1.72
Bielefeld,Ein Frankfurt,1,1,3.3,3.6,2.1
FC Koln,Bochum,2,1,1.83,3.75,4.2
Mainz,Greuther Furth,3,0,1.66,4,5
Stuttgart,Freiburg,2,3,2.15,3.6,3.2
Bayern Munich,Hertha,5,0,1.14,9,15
Union Berlin,M'gladbach,2,1,2.45,3.25,2.9
Wolfsburg,RB Leipzig,1,0,3.6,3.5,2.05
Freiburg,FC Koln,1,1,2.2,3.6,3.1
Greuther Furth,Wolfsburg,0,2,5.5,4.33,1.57
Hoffenheim,Mainz,0,2,2,3.75,3.5
Leverkusen,Dortmund,3,4,3.1,3.8,2.15
Union Berlin,Augsburg,0,0,1.7,3.75,5
RB Leipzig,Bayern Munich,1,4,3,3.8,2.2
Ein Frankfurt,Stuttgart,1,1,2,3.75,3.5
Bochum,Hertha,1,3,2.8,3.4,2.5
M'gladbach,Bielefeld,3,1,1.44,4.75,7
Hertha,Greuther Furth,2,1,1.75,3.75,4.2
Augsburg,M'gladbach,1,0,4.2,4,1.8
Bayern Munich,Bochum,7,0,1.06,13,29
Bielefeld,Hoffenheim,0,0,3.5,3.6,2.05
Mainz,Freiburg,0,0,2,3.6,3.6
FC Koln,RB Leipzig,1,1,4.5,4,1.72
Stuttgart,Leverkusen,1,3,3.3,3.75,2.1
Dortmund,Union Berlin,4,2,1.36,5.25,8
Wolfsburg,Ein Frankfurt,1,1,1.8,3.8,4.33
Greuther Furth,Bayern Munich,1,3,23,13,1.07
Ein Frankfurt,FC Koln,1,1,2,3.75,3.5
Hoffenheim,Wolfsburg,3,1,2.75,3.5,2.5
Leverkusen,Mainz,1,0,1.72,4,4.5
RB Leipzig,Hertha,6,0,1.3,5.5,10
Union Berlin,Bielefeld,1,0,1.66,3.8,5.5
M'gladbach,Dortmund,1,0,4.33,4.2,1.72
Bochum,Stuttgart,0,0,3,3.5,2.3
Freiburg,Augsburg,3,0,1.85,3.6,4.33
FC Koln,Greuther Furth,3,1,1.4,5,7
Dortmund,Augsburg,2,1,1.22,6.5,12
Hertha,Freiburg,1,2,2.9,3.4,2.4
Stuttgart,Hoffenheim,3,1,2.62,3.75,2.45
Wolfsburg,M'gladbach,1,3,2.1,3.6,3.4
RB Leipzig,Bochum,3,0,1.2,7,12
Mainz,Union Berlin,1,2,2.05,3.5,3.6
Bayern Munich,Ein Frankfurt,1,2,1.16,8,15
Bielefeld,Leverkusen,0,4,5,4,1.61
Hoffenheim,FC Koln,5,0,2,3.9,3.3
Dortmund,Mainz,3,1,1.4,5,7.5
Ein Frankfurt,Hertha,1,2,1.75,3.8,4.5
Freiburg,RB Leipzig,1,1,4,4,1.85
Greuther Furth,Bochum,0,1,2.37,3.5,2.9
Union Berlin,Wolfsburg,2,0,2.7,3.25,2.7
M'gladbach,Stuttgart,1,1,1.5,4.75,6
Leverkusen,Bayern Munich,1,5,4.75,4.6,1.6
Augsburg,Bielefeld,1,1,2.25,3.2,3.4
Mainz,Augsburg,4,1,1.61,3.8,5.75
Bayern Munich,Hoffenheim,4,0,1.14,9,15
Bielefeld,Dortmund,1,3,6,4.5,1.5
RB Leipzig,Greuther Furth,4,1,1.12,8.5,21
Wolfsburg,Freiburg,0,2,2.1,3.3,3.6
Hertha,M'gladbach,1,0,3.75,3.5,2
FC Koln,Leverkusen,2,2,3.3,3.8,2.05
Stuttgart,Union Berlin,1,1,2.37,3.5,2.9
Bochum,Ein Frankfurt,2,0,3.2,3.5,2.2
Hoffenheim,Hertha,2,0,1.66,4,4.75
Bielefeld,Mainz,1,2,3.75,3.5,2
Dortmund,FC Koln,2,0,1.45,5,6
Freiburg,Greuther Furth,3,1,1.36,5,8
Leverkusen,Wolfsburg,0,2,1.9,3.75,4
Union Berlin,Bayern Munich,2,5,9,5.75,1.3
Ein Frankfurt,RB Leipzig,1,1,4.2,4,1.75
Augsburg,Stuttgart,4,1,3,3.3,2.4
M'gladbach,Bochum,2,1,1.36,5,8.5
Mainz,M'gladbach,1,1,2.62,3.6,2.55
Bayern Munich,Freiburg,2,1,1.16,8,15
Bochum,Hoffenheim,2,0,3.8,3.8,1.9
Stuttgart,Bielefeld,0,1,1.8,3.8,4.33
Wolfsburg,Augsburg,1,0,1.5,4.2,6.5
RB Leipzig,Dortmund,2,1,1.9,3.8,3.8
Hertha,Leverkusen,1,1,3.5,3.75,2
FC Koln,Union Berlin,2,2,2.05,3.5,3.6
Greuther Furth,Ein Frankfurt,1,2,3.75,3.75,1.95
Augsburg,Bayern Munich,2,1,15,8,1.16
Bielefeld,Wolfsburg,2,2,4.2,3.5,1.9
Dortmund,Stuttgart,2,1,1.33,5.5,8
Hoffenheim,RB Leipzig,2,0,4,4.33,1.75
Leverkusen,Bochum,1,0,1.36,5,9
M'gladbach,Greuther Furth,4,0,1.28,6,10
Union Berlin,Hertha,2,0,2,3.5,3.8
Freiburg,Ein Frankfurt,0,2,2,3.6,3.6
Mainz,FC Koln,1,1,2.1,3.6,3.4
Stuttgart,Mainz,2,1,2.9,3.3,2.45
Bochum,Freiburg,2,1,3.2,3.4,2.25
FC Koln,M'gladbach,4,1,2.7,3.8,2.37
Greuther Furth,Hoffenheim,3,6,4.75,4.33,1.65
Hertha,Augsburg,1,1,2.05,3.25,3.8
Wolfsburg,Dortmund,1,3,2.9,3.5,2.37
Bayern Munich,Bielefeld,1,0,1.07,12,27
Ein Frankfurt,Union Berlin,2,1,2.3,3.5,3
RB Leipzig,Leverkusen,1,3,1.85,4,3.8
Union Berlin,RB Leipzig,2,1,3.5,3.7,2
Augsburg,Bochum,2,3,2.3,3.4,3.1
Bielefeld,FC Koln,1,1,3.4,3.5,2.1
Hoffenheim,Ein Frankfurt,3,2,1.9,3.8,3.75
Leverkusen,Greuther Furth,7,1,1.22,6.5,12
Mainz,Wolfsburg,3,0,2.5,3.3,2.87
Dortmund,Bayern Munich,2,3,4,4.33,1.75
Stuttgart,Hertha,2,2,2.2,3.4,3.3
M'gladbach,Freiburg,0,6,1.83,3.75,4.2
FC Koln,Augsburg,0,2,1.65,4,5
Bayern Munich,Mainz,2,1,1.2,7.5,12
Bochum,Dortmund,1,1,6,4.5,1.5
Freiburg,Hoffenheim,1,2,2.3,3.5,3
Hertha,Bielefeld,2,0,2,3.3,4
RB Leipzig,M'gladbach,4,1,1.75,4.2,4.2
Wolfsburg,Stuttgart,0,2,1.8,3.75,4.33
Greuther Furth,Union Berlin,1,0,4.75,4,1.7
Ein Frankfurt,Leverkusen,5,2,3.2,3.8,2.1
Stuttgart,Bayern Munich,0,5,9,6,1.28
Bielefeld,Bochum,2,0,2.3,3.4,3.1
Mainz,Hertha,4,0,1.9,3.5,4.2
Wolfsburg,FC Koln,2,3,2.1,3.5,3.4
M'gladbach,Ein Frankfurt,2,3,1.95,3.8,3.6
Augsburg,RB Leipzig,1,1,6.5,4.75,1.45
Dortmund,Greuther Furth,3,0,1.1,10,21
Leverkusen,Hoffenheim,2,2,1.8,4,4
Union Berlin,Freiburg,0,0,2.4,3.4,2.9
Bayern Munich,Wolfsburg,4,0,1.18,8,13
Bochum,Union Berlin,0,1,2.9,3.4,2.37
Ein Frankfurt,Mainz,1,0,2.25,3.5,3
Greuther Furth,Augsburg,0,0,2.9,3.4,2.37
Hoffenheim,M'gladbach,1,1,1.95,3.8,3.5
RB Leipzig,Bielefeld,0,2,1.2,7,13
Hertha,Dortmund,3,2,5.25,4.33,1.57
Freiburg,Leverkusen,2,1,2.75,3.5,2.45
FC Koln,Stuttgart,1,0,1.9,3.9,3.6
Bayern Munich,M'gladbach,1,2,1.33,5.75,8
Freiburg,Bielefeld,2,2,1.6,4,5.75
Greuther Furth,Stuttgart,0,0,3.75,3.6,1.95
Hoffenheim,Augsburg,3,1,1.53,4.33,5.75
Leverkusen,Union Berlin,2,2,1.8,3.8,4.2
RB Leipzig,Mainz,4,1,1.8,3.75,4.33
Ein Frankfurt,Dortmund,2,3,3.5,3.9,1.95
Hertha,FC Koln,1,3,2.75,3.5,2.5
Bochum,Wolfsburg,1,0,3.5,3.4,2.1
Dortmund,Freiburg,5,1,1.44,5,5.75
FC Koln,Bayern Munich,0,4,8,5.75,1.33
Mainz,Bochum,1,0,1.65,3.75,5.5
Stuttgart,RB Leipzig,0,2,6,4,1.57
Union Berlin,Hoffenheim,2,1,2.87,3.5,2.4
Wolfsburg,Hertha,0,0,1.95,3.6,3.8
M'gladbach,Leverkusen,1,2,2.55,3.8,2.45
Augsburg,Ein Frankfurt,1,1,3.3,3.5,2.15
Bielefeld,Greuther Furth,2,2,1.95,3.6,4
Ein Frankfurt,Bielefeld,0,2,1.75,3.75,4.75
Freiburg,Stuttgart,2,0,1.9,3.6,4
Greuther Furth,Mainz,2,1,5,3.6,1.75
Hoffenheim,Dortmund,2,3,3,4,2.1
Leverkusen,Augsburg,5,1,1.44,4.5,7
M'gladbach,Union Berlin,1,2,2.15,3.6,3.2
Bochum,FC Koln,2,2,3.2,3.4,2.25
RB Leipzig,Wolfsburg,2,0,1.53,4.33,6
Hertha,Bayern Munich,1,4,11,6.5,1.2
Hertha,Bochum,1,1,2.15,3.6,3.25
Augsburg,Union Berlin,2,0,2.75,3.3,2.6
Bielefeld,M'gladbach,1,1,3.4,3.6,2.1
FC Koln,Freiburg,1,0,2.3,3.5,3
Mainz,Hoffenheim,2,0,2.6,3.4,2.7
Stuttgart,Ein Frankfurt,2,3,2.7,3.4,2.62
Bayern Munich,RB Leipzig,3,2,1.4,5.5,6
Dortmund,Leverkusen,2,5,1.95,4.2,3.3
Wolfsburg,Greuther Furth,4,1,1.57,3.8,6
RB Leipzig,FC Koln,3,1,1.44,4.75,7
Bochum,Bayern Munich,4,2,10,7.5,1.22
Ein Frankfurt,Wolfsburg,0,2,2.2,3.6,3.2
Freiburg,Mainz,1,1,2.15,3.3,3.5
Greuther Furth,Hertha,2,1,3,3.25,2.45
M'gladbach,Augsburg,3,2,1.65,4.33,4.75
Leverkusen,Stuttgart,4,2,1.4,4.75,7
Union Berlin,Dortmund,0,3,4,3.75,1.83
Hoffenheim,Bielefeld,2,0,1.5,4.33,5.75
Mainz,Leverkusen,3,2,3.1,3.75,2.15
Augsburg,Freiburg,1,2,3.1,3.4,2.3
Bielefeld,Union Berlin,1,0,3,3.25,2.45
Stuttgart,Bochum,1,1,2.2,3.4,3.3
Wolfsburg,Hoffenheim,1,2,2.7,3.5,2.55
FC Koln,Ein Frankfurt,1,0,2.25,3.5,3.1
Bayern Munich,Greuther Furth,4,1,1.07,13,26
Dortmund,M'gladbach,6,0,1.6,4.2,5.25
Hertha,RB Leipzig,1,6,6.5,4.2,1.53
Hoffenheim,Stuttgart,2,1,1.5,4.5,5.75
Freiburg,Hertha,3,0,1.55,4.33,5.5
Greuther Furth,FC Koln,1,1,3.6,3.6,2
Leverkusen,Bielefeld,3,0,1.36,5.25,8
M'gladbach,Wolfsburg,2,2,2,3.4,3.75
Union Berlin,Mainz,3,1,2.6,3.3,2.75
Ein Frankfurt,Bayern Munich,0,1,6,5,1.44
Bochum,RB Leipzig,0,1,5,4,1.65
Augsburg,Dortmund,1,1,5,4.33,1.61
Bielefeld,Augsburg,0,1,2.5,3.25,2.9
Bayern Munich,Leverkusen,1,1,1.4,5.75,6
Bochum,Greuther Furth,2,1,1.72,3.75,4.75
Hertha,Ein Frankfurt,1,4,3.3,3.4,2.15
RB Leipzig,Freiburg,1,1,1.61,4.2,5.25
Wolfsburg,Union Berlin,1,0,2.2,3.2,3.5
Stuttgart,M'gladbach,3,2,3.1,3.6,2.15
FC Koln,Hoffenheim,0,1,2.62,3.6,2.55
Freiburg,Wolfsburg,3,2,2.1,3.5,3.4
Hoffenheim,Bayern Munich,1,1,4.75,4.75,1.55
Union Berlin,Stuttgart,1,1,2.1,3.5,3.5
M'gladbach,Hertha,2,0,1.57,4.33,5.25
Leverkusen,FC Koln,0,1,1.61,4.2,5.25
Dortmund,Bielefeld,1,0,1.28,6,10
Ein Frankfurt,Bochum,2,1,1.9,3.5,4.2
Greuther Furth,RB Leipzig,1,6,8.5,5,1.36
Mainz,Dortmund,0,1,4,3.8,1.85
Bochum,M'gladbach,0,2,2.8,3.6,2.37
Greuther Furth,Freiburg,0,0,4.75,4,1.7
Hertha,Hoffenheim,3,0,4.2,4.2,1.72
Mainz,Bielefeld,4,0,1.6,3.75,6
Stuttgart,Augsburg,3,2,2,3.6,3.6
Bayern Munich,Union Berlin,4,0,1.16,8,13
RB Leipzig,Ein Frankfurt,0,0,1.44,4.5,7.5
Wolfsburg,Leverkusen,0,2,3,3.4,2.3
FC Koln,Dortmund,1,1,3.5,3.75,2
Union Berlin,FC Koln,1,0,2.25,3.3,3.3
Bielefeld,Stuttgart,1,1,3,3.4,2.35
Ein Frankfurt,Greuther Furth,0,0,1.44,4.75,6.5
Freiburg,Bayern Munich,1,4,5.5,4.75,1.5
Hoffenheim,Bochum,1,2,1.5,4.33,6.5
Leverkusen,Hertha,2,1,1.4,5.25,6
Dortmund,RB Leipzig,1,4,2.5,3.6,2.62
Augsburg,Wolfsburg,3,0,2.8,3.4,2.5
M'gladbach,Mainz,1,1,2.25,3.4,3.2
Augsburg,Mainz,2,1,3.3,3.3,2.25
Stuttgart,Dortmund,0,2,3.9,4.1,1.8
Bayern Munich,Augsburg,1,0,1.11,10,19
FC Koln,Mainz,3,2,2.45,3.4,2.9
Greuther Furth,M'gladbach,0,2,4.75,4,1.7
Wolfsburg,Bielefeld,4,0,1.66,3.8,5.25
Hertha,Union Berlin,1,4,2.87,3.2,2.6
Bochum,Leverkusen,0,0,4,4.2,1.8
Ein Frankfurt,Freiburg,1,2,2.4,3.4,2.9
RB Leipzig,Hoffenheim,3,0,1.5,4.75,6
Augsburg,Hertha,0,1,1.9,3.5,4.2
Dortmund,Wolfsburg,6,1,1.53,4.33,5.75
Freiburg,Bochum,3,0,1.65,4,5.25
Mainz,Stuttgart,0,0,2.05,3.5,3.6
M'gladbach,FC Koln,1,3,2.05,3.6,3.5
Bielefeld,Bayern Munich,0,3,13,7.5,1.18
Hoffenheim,Greuther Furth,0,0,1.28,6.5,9
Union Berlin,Ein Frankfurt,2,0,2.15,3.4,3.4
Leverkusen,RB Leipzig,0,1,3,3.6,2.3
Wolfsburg,Mainz,5,0,2.3,3.4,3.1
Ein Frankfurt,Hoffenheim,2,2,2.55,3.6,2.62
FC Koln,Bielefeld,3,1,1.53,4.2,6.5
Freiburg,M'gladbach,3,3,1.83,4,4
Greuther Furth,Leverkusen,1,4,8.5,5.25,1.33
RB Leipzig,Union Berlin,1,2,1.55,4,6.5
Bayern Munich,Dortmund,3,1,1.36,5.75,7
Bochum,Augsburg,0,2,2.25,3.2,3.5
Hertha,Stuttgart,2,0,3.1,3.3,2.3
Union Berlin,Greuther Furth,1,1,1.28,5.25,13
Augsburg,FC Koln,1,4,2.8,3.25,2.6
Bielefeld,Hertha,1,1,2.62,3.2,2.8
Dortmund,Bochum,3,4,1.36,5.25,7.5
Mainz,Bayern Munich,3,1,5.75,4.5,1.53
Stuttgart,Wolfsburg,1,1,2.05,3.5,3.6
Hoffenheim,Freiburg,3,4,2.5,3.5,2.75
Leverkusen,Ein Frankfurt,2,0,1.4,5,7
M'gladbach,RB Leipzig,3,1,4.33,4,1.75
Bochum,Bielefeld,2,1,2.15,3.6,3.2
FC Koln,Wolfsburg,0,1,1.6,4.5,5
Freiburg,Union Berlin,1,4,1.9,3.6,4
Greuther Furth,Dortmund,1,3,9,6,1.3
Hoffenheim,Leverkusen,2,4,3.2,4,2.05
Hertha,Mainz,1,2,2.55,3.4,2.7
Ein Frankfurt,M'gladbach,1,1,2.3,3.8,2.8
Bayern Munich,Stuttgart,2,2,1.25,7,9.5
RB Leipzig,Augsburg,4,0,1.25,6,12
Augsburg,Greuther Furth,2,1,1.55,4.75,5
Bielefeld,RB Leipzig,1,1,10,6,1.25
Dortmund,Hertha,2,1,1.5,5,5.25
Leverkusen,Freiburg,2,1,2.4,3.8,2.62
Mainz,Ein Frankfurt,2,2,1.7,4.33,4.33
M'gladbach,Hoffenheim,5,1,2,4.33,3.1
Stuttgart,FC Koln,2,1,2.2,4,2.87
Union Berlin,Bochum,3,2,1.4,5,7
Wolfsburg,Bayern Munich,2,2,5,4.75,1.55
Valencia,Getafe,1,0,2.55,3,3.1
Cadiz,Levante,1,1,2.8,3.25,2.6
Mallorca,Betis,1,1,3.3,3.4,2.2
Alaves,Real Madrid,1,4,7,4.75,1.44
Osasuna,Espanol,0,0,2.25,3.2,3.4
Celta,Ath Madrid,1,2,4.2,3.4,1.9
Barcelona,Sociedad,4,2,1.72,4,4.5
Sevilla,Vallecano,3,0,1.44,4.2,8
Villarreal,Granada,0,0,1.53,4.2,6.5
Elche,Ath Bilbao,0,0,3.8,3.3,2.05
Betis,Cadiz,1,1,1.5,4.2,7
Alaves,Mallorca,0,1,2.25,3.2,3.4
Espanol,Villarreal,0,0,3.1,3.4,2.3
Granada,Valencia,1,1,2.45,3.4,2.87
Ath Bilbao,Barcelona,1,1,4,3.75,1.85
Sociedad,Vallecano,1,0,1.44,4.33,7.5
Ath Madrid,Elche,1,0,1.22,5.75,17
Levante,Real Madrid,3,3,5,4.33,1.6
Getafe,Sevilla,0,1,3.5,3.2,2.2
Osasuna,Celta,0,0,2.62,3.25,2.75
Mallorca,Espanol,1,0,2.6,2.9,3.1
Valencia,Alaves,3,0,1.75,3.6,4.75
Celta,Ath Bilbao,0,1,2.4,3.2,3.1
Elche,Sevilla,1,1,5,3.6,1.72
Sociedad,Levante,1,0,1.53,4.2,6
Betis,Real Madrid,0,1,4.2,3.8,1.8
Barcelona,Getafe,2,1,1.4,4.75,7.5
Cadiz,Osasuna,2,3,3.2,3,2.45
Vallecano,Granada,4,0,2.55,3.2,2.87
Ath Madrid,Villarreal,2,2,1.75,3.4,5.25
Levante,Vallecano,1,1,2.1,3.4,3.5
Ath Bilbao,Mallorca,2,0,1.72,3.6,5.25
Espanol,Ath Madrid,1,2,4.33,3.3,1.9
Osasuna,Valencia,1,4,2.4,3.2,3.1
Cadiz,Sociedad,0,2,5,3.6,1.75
Real Madrid,Celta,5,2,1.36,5.25,8
Getafe,Elche,0,1,1.8,3.4,4.75
Granada,Betis,1,2,3.1,3.25,2.37
Celta,Cadiz,1,2,1.45,4.33,7
Vallecano,Getafe,3,0,2.37,2.9,3.4
Ath Madrid,Ath Bilbao,0,0,1.65,3.6,6
Elche,Levante,1,1,2.4,3.1,3.2
Alaves,Osasuna,0,2,3.1,3,2.55
Mallorca,Villarreal,0,0,3.5,3,2.3
Sociedad,Sevilla,0,0,2.55,3.2,2.87
Betis,Espanol,2,2,2,3.2,4.2
Valencia,Real Madrid,1,2,3.8,3.8,1.9
Barcelona,Granada,1,1,1.28,5.75,10
Getafe,Ath Madrid,1,2,6,3.5,1.66
Ath Bilbao,Vallecano,1,2,1.85,3.5,4.33
Levante,Celta,0,2,2.6,3.4,2.7
Espanol,Alaves,1,0,1.8,3.5,4.75
Sevilla,Valencia,3,1,1.61,3.8,6
Real Madrid,Mallorca,6,1,1.22,6.5,12
Villarreal,Elche,4,1,1.5,4.2,6.5
Granada,Sociedad,2,3,4.2,3.4,1.9
Osasuna,Betis,1,3,2.37,3.25,3
Cadiz,Barcelona,0,0,6,4.33,1.5
Alaves,Ath Madrid,1,0,7.5,4,1.5
Valencia,Ath Bilbao,1,1,2.6,3.2,2.8
Sevilla,Espanol,2,0,1.57,3.8,6.5
Real Madrid,Villarreal,0,0,1.5,4.75,5.75
Mallorca,Osasuna,2,3,2.7,3.2,2.75
Barcelona,Levante,3,0,1.4,5.5,6.5
Sociedad,Elche,1,0,1.4,4.5,9
Vallecano,Cadiz,3,1,1.6,3.8,6
Betis,Getafe,2,0,1.75,3.6,4.75
Celta,Granada,1,0,1.61,4,5.5
Ath Bilbao,Alaves,1,0,1.53,3.75,7.5
Osasuna,Vallecano,1,0,2.15,3.4,3.4
Mallorca,Levante,1,0,2.1,3.2,3.4
Cadiz,Valencia,0,0,3.4,3,2.3
Ath Madrid,Barcelona,2,0,1.9,3.5,4
Elche,Celta,1,0,3.3,3.2,2.3
Espanol,Real Madrid,2,1,5,4,1.66
Getafe,Sociedad,1,1,3.6,3.1,2.2
Villarreal,Betis,2,0,2,3.6,3.6
Granada,Sevilla,1,0,4.8,3.4,1.72
Levante,Getafe,0,0,2.5,2.9,3.25
Sociedad,Mallorca,1,0,1.4,4.5,8.5
Vallecano,Elche,2,1,1.8,3.5,4.75
Celta,Sevilla,0,1,3.4,3.25,2.2
Villarreal,Osasuna,1,2,1.66,3.75,5.25
Barcelona,Valencia,3,1,1.5,4.33,6.5
Alaves,Betis,0,1,3.5,3.3,2.15
Espanol,Cadiz,2,0,1.66,3.6,5.75
Osasuna,Granada,1,1,1.72,3.5,5.25
Valencia,Mallorca,2,2,1.66,3.8,5.25
Cadiz,Alaves,0,2,2.5,2.9,3.2
Elche,Espanol,2,2,2.7,3,2.87
Ath Bilbao,Villarreal,2,1,2.45,3,3.2
Sevilla,Levante,5,3,1.44,4.2,8
Barcelona,Real Madrid,1,2,2.75,3.6,2.45
Betis,Vallecano,3,2,1.83,3.75,4.2
Ath Madrid,Sociedad,2,2,1.61,3.7,6
Getafe,Celta,0,3,2.5,3,3.1
Alaves,Elche,1,0,2.3,3,3.5
Espanol,Ath Bilbao,1,1,2.9,3,2.62
Villarreal,Cadiz,3,3,1.3,5.5,9.5
Mallorca,Sevilla,1,1,5.5,3.3,1.75
Vallecano,Barcelona,1,0,4.33,3.75,1.8
Betis,Valencia,4,1,1.85,3.5,4.5
Real Madrid,Osasuna,0,0,1.3,5.5,9
Celta,Sociedad,0,2,2.87,3.4,2.45
Granada,Getafe,1,1,2.6,2.8,3.25
Levante,Ath Madrid,2,2,5.5,3.8,1.65
Elche,Real Madrid,1,2,7.5,4.5,1.44
Sevilla,Osasuna,2,0,1.53,4,7
Valencia,Villarreal,2,0,2.9,3.4,2.45
Barcelona,Alaves,1,1,1.28,5.5,11
Cadiz,Mallorca,1,1,2.5,3,3.2
Ath Madrid,Betis,3,0,1.6,3.8,6
Getafe,Espanol,2,1,2.45,3,3.2
Sociedad,Ath Bilbao,1,1,2.1,3.2,3.8
Vallecano,Celta,0,0,2.37,3.25,3.1
Levante,Granada,0,3,1.95,3.4,4
Ath Bilbao,Cadiz,0,1,1.36,4.75,9
Espanol,Granada,2,0,1.85,3.4,4.5
Celta,Barcelona,3,3,3.3,3.6,2.1
Alaves,Levante,2,1,2.5,3,3.2
Real Madrid,Vallecano,2,1,1.33,5.5,8
Villarreal,Getafe,1,0,1.5,4,7
Valencia,Ath Madrid,3,3,4.5,3.2,1.95
Mallorca,Elche,2,2,2.05,3,4.33
Osasuna,Sociedad,0,2,3.1,3.3,2.35
Betis,Sevilla,0,2,3,3.3,2.45
Levante,Ath Bilbao,0,0,3.5,3.3,2.15
Celta,Villarreal,1,1,2.75,3.3,2.55
Sevilla,Alaves,2,2,1.44,4.33,8.5
Ath Madrid,Osasuna,1,0,1.44,4.33,8
Barcelona,Espanol,1,0,1.36,5.25,7.5
Getafe,Cadiz,4,0,2,3.1,4.33
Granada,Real Madrid,1,4,7,4.5,1.45
Elche,Betis,0,3,3.6,3.4,2.1
Sociedad,Valencia,0,0,1.72,3.8,4.75
Vallecano,Mallorca,3,1,1.8,3.5,4.75
Ath Bilbao,Granada,2,2,1.36,4.75,9.5
Alaves,Celta,1,2,2.9,3.1,2.55
Valencia,Vallecano,1,1,2,3.4,3.9
Mallorca,Getafe,0,0,2.3,2.9,3.75
Villarreal,Barcelona,1,3,2.7,3.4,2.6
Betis,Levante,3,1,1.66,4.2,4.75
Espanol,Sociedad,1,0,3.2,3.2,2.3
Cadiz,Ath Madrid,1,4,8,3.8,1.5
Real Madrid,Sevilla,2,1,1.7,4,4.75
Osasuna,Elche,1,1,1.8,3.4,4.75
Real Madrid,Ath Bilbao,1,0,1.44,4.75,7
Granada,Alaves,2,1,2.37,3.1,3.25
Sevilla,Villarreal,1,0,2,3.3,4
Barcelona,Betis,0,1,1.5,4.5,6.5
Ath Madrid,Mallorca,1,2,1.3,5.25,11
Sociedad,Real Madrid,0,2,3.3,3.3,2.25
Vallecano,Espanol,1,0,2.15,3.1,3.8
Elche,Cadiz,3,1,2.05,3.1,4.2
Levante,Osasuna,0,0,2.4,3.2,3.1
Celta,Valencia,1,2,2.1,3.25,3.75
Getafe,Ath Bilbao,0,0,3.5,3,2.3
Mallorca,Celta,0,0,2.5,3,3.1
