HomeTeam,AwayTeam,FTHG,FTAG,B365H,B365D,B365A,B365O25,B365U25
Man United,Newcastle,4,1,1.18,7.5,15,1.44,2.75
Southampton,West Ham,0,0,2.9,3.5,2.4,1.72,2.1
Watford,Wolves,0,2,3.4,3.2,2.25,2.3,1.61
Chelsea,Aston Villa,3,0,1.28,5.5,11,1.8,2.0
Leeds,Liverpool,0,3,4.33,4,1.75,1.57,2.37
Everton,Burnley,3,1,1.7,3.75,5,2.0,1.8
Newcastle,Leeds,1,1,3,3.6,2.3,1.61,2.3
Wolves,Brentford,0,2,1.83,3.25,5,2.5,1.53
Burnley,Arsenal,0,1,3.8,3.6,1.95,2.0,1.8
Liverpool,Crystal Palace,3,0,1.2,7,13,1.5,2.62
Man City,Southampton,0,0,1.12,9.5,17,1.36,3.2
Norwich,Watford,1,3,2.15,3.3,3.5,2.1,1.72
Aston Villa,Everton,3,0,2.4,3.3,3,2.0,1.8
Brighton,Leicester,2,1,2.7,3.2,2.75,2.1,1.72
West Ham,Man United,1,2,4.33,4,1.75,1.66,2.2
Tottenham,Chelsea,0,3,5,3.8,1.7,2.0,1.8
Chelsea,Man City,0,1,2.62,3.2,2.75,2.1,1.72
Man United,Aston Villa,0,1,1.36,5.25,8,1.57,2.37
Everton,Norwich,2,0,1.61,3.8,5.75,1.9,1.9
Leeds,West Ham,1,2,3,3.6,2.25,1.57,2.37
Leicester,Burnley,2,2,1.57,4,6,1.9,1.9
Watford,Newcastle,1,1,2.2,3.4,3.3,2.0,1.8
Brentford,Liverpool,3,3,7,4.5,1.45,1.72,2.1
Southampton,Wolves,0,1,2.62,3.2,2.8,2.1,1.72
Arsenal,Tottenham,3,1,2.15,3.3,3.5,2.0,1.8
Crystal Palace,Brighton,1,1,3.1,3.2,2.45,2.3,1.61
Man United,Everton,1,1,1.45,4.33,7.5,1.8,2.0
Burnley,Norwich,0,0,1.85,3.6,4.33,1.9,1.9
Chelsea,Southampton,3,1,1.36,4.75,9,1.8,2.0
Leeds,Watford,1,0,1.7,4,4.75,1.66,2.2
Wolves,Newcastle,2,1,1.61,4.2,5.25,1.9,1.9
Brighton,Arsenal,0,0,3,3.25,2.4,2.0,1.8
Crystal Palace,Leicester,2,2,3.1,3.4,2.3,2.0,1.8
Tottenham,Aston Villa,2,1,2.1,3.6,3.4,1.9,1.9
West Ham,Brentford,1,2,1.75,3.75,4.75,1.9,1.9
Liverpool,Man City,2,2,2.87,3.5,2.4,1.72,2.1
Watford,Liverpool,0,5,8.5,5.5,1.33,1.57,2.37
Aston Villa,Wolves,2,3,2.15,3.25,3.5,2.1,1.72
Leicester,Man United,4,2,3.5,3.6,2.05,1.72,2.1
Man City,Burnley,2,0,1.12,9,19,1.36,3.2
Norwich,Brighton,0,0,3.6,3.4,2.1,2.1,1.72
Southampton,Leeds,1,0,2.3,3.5,3,1.72,2.1
Brentford,Chelsea,0,1,6.5,3.8,1.57,2.0,1.8
Everton,West Ham,0,1,2.5,3.4,2.8,1.9,1.9
Newcastle,Tottenham,2,3,3.5,3.6,2.05,1.8,2.0
Arsenal,Crystal Palace,2,2,1.6,3.8,6,1.97,1.93
Arsenal,Aston Villa,3,1,1.83,3.75,4.2,1.72,2.1
Chelsea,Norwich,7,0,1.18,7,15,1.66,2.2
Crystal Palace,Newcastle,1,1,1.9,3.6,4,1.9,1.9
Everton,Watford,2,5,1.65,3.8,5.5,2.0,1.8
Leeds,Wolves,1,1,2.4,3.4,2.87,1.9,1.9
Southampton,Burnley,2,2,1.95,3.5,3.9,1.9,1.9
Brighton,Man City,1,4,8,4.75,1.4,1.8,2.0
Brentford,Leicester,1,2,2.62,3.3,2.7,1.9,1.9
West Ham,Tottenham,1,0,2.3,3.5,3,1.72,2.1
Man United,Liverpool,0,5,3.1,3.6,2.2,1.53,2.5
Leicester,Arsenal,0,2,2.4,3.5,2.87,1.8,2.0
Burnley,Brentford,3,1,2.6,3.3,2.75,2.2,1.66
Liverpool,Brighton,2,2,1.22,6.5,13,1.53,2.5
Man City,Crystal Palace,0,2,1.14,8,19,1.44,2.75
Newcastle,Chelsea,0,3,8.5,5,1.36,1.72,2.1
Watford,Southampton,0,1,3.2,3.3,2.3,1.9,1.9
Tottenham,Man United,0,3,2.87,3.6,2.37,1.72,2.1
Norwich,Leeds,1,2,3.4,3.5,2.1,1.72,2.1
Aston Villa,West Ham,1,4,2.8,3.5,2.45,1.8,2.0
Wolves,Everton,2,1,2.2,3.2,3.5,2.3,1.61
Southampton,Aston Villa,1,0,1.95,3.6,3.75,1.72,2.1
Man United,Man City,0,2,4.75,4,1.7,1.57,2.37
Brentford,Norwich,1,2,1.6,4,5.75,2.0,1.8
Chelsea,Burnley,1,1,1.25,6,12,1.72,2.1
Crystal Palace,Wolves,2,0,2.45,3.2,3,2.37,1.57
Brighton,Newcastle,1,1,1.57,3.9,6,1.9,1.9
Arsenal,Watford,1,0,1.36,4.75,8.5,1.57,2.37
Everton,Tottenham,0,0,3.1,3.25,2.37,2.0,1.8
Leeds,Leicester,1,1,2.8,3.5,2.45,1.66,2.2
West Ham,Liverpool,3,2,4.75,4,1.7,1.5,2.62
Leicester,Chelsea,0,3,4.75,3.75,1.75,2.03,1.87
Aston Villa,Brighton,2,0,2.45,3.3,2.9,2.1,1.72
Burnley,Crystal Palace,3,3,2.7,3.2,2.7,2.2,1.66
Newcastle,Brentford,3,3,2.62,3.4,2.7,2.0,1.9
Norwich,Southampton,2,1,3.6,3.5,2.05,2.03,1.87
Watford,Man United,4,1,6.5,4.75,1.45,1.66,2.2
Wolves,West Ham,1,0,3,3.25,2.4,2.0,1.8
Liverpool,Arsenal,4,0,1.45,4.75,6.5,1.5,2.62
Man City,Everton,3,0,1.14,8,19,1.5,2.62
Tottenham,Leeds,2,1,1.7,4.2,4.5,1.72,2.1
Arsenal,Newcastle,2,0,1.44,4.75,7,1.61,2.3
Crystal Palace,Aston Villa,1,2,2.2,3.4,3.3,2.07,1.86
Liverpool,Southampton,4,0,1.28,6,9,1.4,3.0
Norwich,Wolves,0,0,3.5,3.3,2.15,2.3,1.61
Brighton,Leeds,0,0,2.05,3.4,3.75,1.98,1.95
Brentford,Everton,1,0,2.25,3.2,3.4,2.1,1.72
Leicester,Watford,4,2,1.61,4,5.5,1.66,2.2
Man City,West Ham,2,1,1.28,5.75,10,1.5,2.62
Chelsea,Man United,1,1,1.57,4,6,1.8,2.0
Newcastle,Norwich,1,1,1.95,3.5,3.9,1.85,2.05
Leeds,Crystal Palace,1,0,2.4,3.3,3,1.94,1.96
Southampton,Leicester,2,2,2.37,3.5,2.87,1.72,2.1
Watford,Chelsea,1,2,10,5.25,1.3,1.72,2.1
West Ham,Brighton,1,1,1.95,3.6,3.8,2.06,1.84
Wolves,Burnley,0,0,1.85,3.5,4.33,2.2,1.66
Aston Villa,Man City,1,2,9,5.25,1.33,1.61,2.3
Everton,Liverpool,1,4,7.5,5.25,1.36,1.57,2.37
Tottenham,Brentford,2,0,1.6,4.2,5.25,1.92,1.98
Man United,Arsenal,3,2,1.95,3.75,3.75,1.8,2.0
West Ham,Chelsea,3,2,4.75,3.6,1.75,2.0,1.8
Newcastle,Burnley,1,0,2.3,3.3,3.2,1.96,1.94
Southampton,Brighton,1,1,2.45,3.2,3,2.2,1.66
Wolves,Liverpool,0,1,8,4.75,1.4,1.66,2.2
Watford,Man City,1,3,12,7,1.2,1.44,2.75
Leeds,Brentford,2,2,1.95,3.6,3.8,1.96,1.94
Man United,Crystal Palace,1,0,1.5,4.33,6.5,1.8,2.0
Tottenham,Norwich,3,0,1.36,5,8.5,1.87,2.03
Aston Villa,Leicester,2,1,2.37,3.4,3,1.9,2.0
Everton,Arsenal,2,1,3.4,3.5,2.1,2.06,1.84
Brentford,Watford,2,1,2.25,3.3,3.3,2.01,1.89
Man City,Wolves,1,0,1.14,8,19,1.53,2.5
Arsenal,Southampton,3,0,1.61,4,5.5,1.8,2.0
Chelsea,Leeds,3,2,1.25,5.75,12,1.57,2.37
Liverpool,Aston Villa,1,0,1.2,7,13,1.4,3.0
Norwich,Man United,0,1,7,4.5,1.45,1.72,2.1
Burnley,West Ham,0,0,3.6,3.6,2,1.87,2.03
Leicester,Newcastle,4,0,1.66,4.1,4.75,1.57,2.37
Crystal Palace,Everton,3,1,2.3,3.2,3.3,2.3,1.61
Norwich,Aston Villa,0,2,3.3,3.3,2.25,2.1,1.72
Man City,Leeds,7,0,1.14,8.5,15,1.36,3.2
Brighton,Wolves,0,1,2.25,3.1,3.5,2.5,1.53
Crystal Palace,Southampton,2,2,2.15,3.3,3.5,2.1,1.72
Arsenal,West Ham,2,0,2.1,3.6,3.3,1.85,2.05
Chelsea,Everton,1,1,1.22,6.5,13,1.72,2.1
Liverpool,Newcastle,3,1,1.12,9,19,1.33,3.4
Leeds,Arsenal,1,4,3.9,3.8,1.83,1.72,2.1
Newcastle,Man City,0,4,13,7.5,1.18,,
Wolves,Chelsea,0,0,7,4.2,1.5,2.1,1.72
Tottenham,Liverpool,2,2,5.25,4.75,1.53,1.66,2.2
Man City,Leicester,6,3,1.18,7.5,13,1.36,3.2
Norwich,Arsenal,0,5,8,4.75,1.4,1.72,2.1
Tottenham,Crystal Palace,3,0,1.72,3.8,4.75,1.95,1.95
West Ham,Southampton,2,3,1.8,3.9,4.2,1.72,2.1
Aston Villa,Chelsea,1,3,5.25,3.8,1.65,2.05,1.85
Brighton,Brentford,2,0,1.9,3.4,4.2,2.2,1.66
Newcastle,Man United,1,1,6.5,4.75,1.44,1.61,2.3
Crystal Palace,Norwich,3,0,1.65,3.75,5.5,2.2,1.66
Southampton,Tottenham,1,1,3.75,3.5,2,1.95,1.95
Watford,West Ham,1,4,3.4,3.6,2.1,1.72,2.1
Leicester,Liverpool,1,0,8,5.5,1.33,1.3,3.5
Chelsea,Brighton,1,1,1.4,4.5,7.5,1.93,1.97
Brentford,Man City,0,1,19,8,1.14,1.5,2.62
Man United,Burnley,3,1,1.36,5,9,1.72,2.1
Arsenal,Man City,1,2,5.75,4.75,1.5,1.57,2.37
Watford,Tottenham,0,1,5,4.2,1.61,1.72,2.1
Crystal Palace,West Ham,2,3,3.1,3.4,2.3,1.87,2.03
Brentford,Aston Villa,2,1,3,3.3,2.4,2.0,1.8
Everton,Brighton,2,3,2.75,3.2,2.62,2.2,1.66
Leeds,Burnley,3,1,2.05,3.5,3.5,1.72,2.1
Chelsea,Liverpool,2,2,3.1,3.5,2.25,1.83,2.07
Man United,Wolves,0,1,1.53,4.33,6,1.98,1.92
Southampton,Brentford,4,1,2.05,3.4,3.6,2.06,1.84
West Ham,Norwich,2,0,1.28,5.5,10,1.66,2.2
Brighton,Crystal Palace,1,1,2.05,3.3,3.8,2.2,1.66
Man City,Chelsea,1,0,1.65,4,5,1.85,2.05
Newcastle,Watford,1,1,2,3.6,3.6,1.8,2.0
Norwich,Everton,2,1,3.75,3.5,2,2.1,1.72
Wolves,Southampton,3,1,2.25,3.2,3.4,2.5,1.53
Aston Villa,Man United,2,2,2.87,3.5,2.4,1.89,2.01
Liverpool,Brentford,3,0,1.3,5.5,10,1.66,2.2
West Ham,Leeds,2,3,1.61,4.2,5,1.61,2.3
Brighton,Chelsea,1,1,4.75,3.75,1.72,2.1,1.72
Leicester,Tottenham,2,3,3,3.5,2.3,1.72,2.1
Brentford,Man United,1,3,4.5,3.7,1.8,1.93,1.97
Watford,Norwich,0,3,2,3.5,3.75,1.94,1.96
Everton,Aston Villa,0,1,2.75,3.25,2.62,2.05,1.85
Brentford,Wolves,1,2,3.2,2.8,2.6,2.5,1.53
Leeds,Newcastle,0,1,2,3.5,3.75,1.66,2.2
Man United,West Ham,1,0,1.85,3.8,4,1.66,2.2
Southampton,Man City,1,1,10,6.5,1.25,1.44,2.75
Arsenal,Burnley,0,0,1.36,4.75,9,1.8,2.0
Crystal Palace,Liverpool,1,3,6,4.2,1.53,1.72,2.1
Leicester,Brighton,1,1,2.5,3.25,2.9,1.98,1.92
Chelsea,Tottenham,2,0,1.61,4.2,5,1.94,1.96
Burnley,Watford,0,0,2.2,3.25,3.5,2.1,1.72
Newcastle,Everton,3,1,2.5,3.25,2.87,1.91,1.99
West Ham,Watford,1,0,1.55,4.2,5.75,1.72,2.1
Burnley,Man United,1,1,5.5,4,1.61,1.85,2.05
Man City,Brentford,2,0,1.1,9.5,23,1.36,3.2
Norwich,Crystal Palace,1,1,3.5,3.25,2.15,2.1,1.72
Tottenham,Southampton,2,3,1.6,4,5.5,1.8,2.0
Aston Villa,Leeds,3,3,1.8,3.8,4.2,1.72,2.1
Liverpool,Leicester,2,0,1.25,6.5,10,1.33,3.4
Wolves,Arsenal,0,1,3.5,3.2,2.2,2.3,1.61
Man United,Southampton,1,1,1.6,4,5.5,1.72,2.1
Brentford,Crystal Palace,0,0,2.55,3.1,3,2.3,1.61
Everton,Leeds,3,0,2.25,3.5,3,1.66,2.2
Watford,Brighton,0,2,3.5,3.3,2.05,2.3,1.61
Norwich,Man City,0,4,15,8,1.16,1.44,2.75
Burnley,Liverpool,0,1,10,5.25,1.28,1.57,2.37
Newcastle,Aston Villa,1,0,2.7,3.3,2.62,1.85,2.05
Tottenham,Wolves,0,2,1.7,3.6,5.5,2.2,1.66
Leicester,West Ham,2,2,2.9,3.5,2.3,1.66,2.2
Man United,Brighton,2,0,1.72,3.75,4.75,1.92,1.98
West Ham,Newcastle,1,1,1.7,4,4.75,1.8,2.0
Arsenal,Brentford,2,1,1.44,4.2,8,1.97,1.93
Aston Villa,Watford,0,1,1.65,3.6,5.75,2.01,1.89
Brighton,Burnley,0,3,1.66,3.5,6,2.2,1.66
Crystal Palace,Chelsea,0,1,5.5,3.8,1.65,2.05,1.85
Liverpool,Norwich,3,1,1.1,9,23,1.36,3.2
Southampton,Everton,2,0,2.1,3.5,3.5,1.72,2.1
Man City,Tottenham,2,3,1.28,6,10,1.57,2.37
Leeds,Man United,2,4,3.9,3.8,1.85,1.61,2.3
Wolves,Leicester,2,1,2.25,3.3,3.25,2.1,1.72
Burnley,Tottenham,1,0,4.6,3.8,1.75,2.1,1.72
Watford,Crystal Palace,1,4,3.1,3.3,2.3,2.2,1.66
Liverpool,Leeds,6,0,1.16,8,15,1.28,3.75
Arsenal,Wolves,2,1,1.65,3.8,5.5,2.2,1.66
Southampton,Norwich,2,0,1.53,4.33,6,1.72,2.1
Leeds,Tottenham,0,4,4.2,3.6,1.85,1.61,2.3
Brentford,Newcastle,0,2,2.5,3.2,3,2.3,1.61
Crystal Palace,Burnley,1,1,1.9,3.6,4,2.2,1.66
Man United,Watford,0,0,1.3,5.5,9.5,1.61,2.3
Brighton,Aston Villa,0,2,2.2,3.3,3.5,2.1,1.72
Everton,Man City,0,1,10,5.75,1.28,1.57,2.37
West Ham,Wolves,1,0,2.05,3.3,3.8,2.3,1.61
Burnley,Leicester,0,2,2.9,3.4,2.4,2.02,1.88
Leicester,Leeds,1,0,1.75,4,4.2,1.53,2.5
Aston Villa,Southampton,4,0,2.3,3.5,3,1.86,2.04
Burnley,Chelsea,0,4,6.5,4.33,1.5,2.1,1.72
Newcastle,Brighton,2,1,2.75,3.2,2.62,2.3,1.61
Norwich,Brentford,1,3,2.9,3.1,2.5,2.3,1.61
Wolves,Crystal Palace,0,2,2.3,3.1,3.4,2.62,1.5
Liverpool,West Ham,1,0,1.28,5.75,9.5,1.5,2.62
Watford,Arsenal,2,3,6,4,1.57,2.05,1.85
Man City,Man United,4,1,1.4,4.75,7.5,1.61,2.3
Tottenham,Everton,5,0,1.57,3.8,5.75,1.72,2.1
Norwich,Chelsea,1,3,11,4.75,1.3,1.72,2.1
Southampton,Newcastle,1,2,2,3.75,3.5,1.8,2.0
Wolves,Watford,4,0,1.75,3.6,4.5,2.3,1.61
Leeds,Aston Villa,0,3,2.7,3.5,2.5,1.72,2.1
Brighton,Liverpool,0,2,6,4.33,1.5,1.72,2.1
Brentford,Burnley,2,0,2.15,3.2,3.6,2.3,1.61
Man United,Tottenham,3,2,2.2,3.4,3.25,1.72,2.1
Chelsea,Newcastle,1,0,1.3,5.25,11,1.72,2.1
Everton,Wolves,0,1,2.3,3.2,3.3,2.3,1.61
Leeds,Norwich,2,1,1.55,4.2,5.75,1.66,2.2
Southampton,Watford,1,2,1.6,4.2,5.25,1.8,2.0
West Ham,Aston Villa,2,1,2.25,3.3,3.3,2.01,1.89
Arsenal,Leicester,2,0,1.5,4.5,6,1.61,2.3
Crystal Palace,Man City,0,0,10,5,1.33,1.72,2.1
Brighton,Tottenham,0,2,3.3,3.3,2.25,2.0,1.8
Arsenal,Liverpool,0,2,3.5,4,1.9,1.72,2.1
Everton,Newcastle,1,0,2.4,3.25,3.1,1.9,2.0
Wolves,Leeds,2,3,2.1,3.5,3.4,1.99,1.91
Aston Villa,Arsenal,0,1,3,3.3,2.4,1.92,1.98
Leicester,Brentford,2,1,2.15,3.4,3.4,1.91,1.99
Tottenham,West Ham,3,1,1.72,3.8,4.75,1.72,2.1
Liverpool,Watford,2,0,1.12,9.5,17,1.36,3.2
Brighton,Norwich,0,0,1.5,4,7,2.0,1.8
Burnley,Man City,0,2,15,6.5,1.2,1.57,2.37
Chelsea,Brentford,1,4,1.33,5,10,1.91,1.99
Leeds,Southampton,1,1,2.37,3.75,2.75,1.61,2.3
Wolves,Aston Villa,2,1,3,3.1,2.55,2.37,1.57
Man United,Leicester,1,1,1.5,4.5,6,1.57,2.37
West Ham,Everton,2,1,1.75,3.8,4.5,2.0,1.9
Tottenham,Newcastle,5,1,1.5,4.33,6.5,1.8,2.0
Crystal Palace,Arsenal,3,0,4,3.4,1.95,2.1,1.72
Burnley,Everton,3,2,2.62,3.1,2.87,2.2,1.66
Newcastle,Wolves,1,0,2.25,3.1,3.4,2.37,1.57
Everton,Man United,1,0,4.6,3.75,1.75,1.85,2.05
Arsenal,Brighton,1,2,1.61,3.8,5.75,2.04,1.86
Southampton,Chelsea,0,6,3.8,3.6,1.95,1.95,1.95
Watford,Leeds,0,3,2.7,3.4,2.55,1.72,2.1
Aston Villa,Tottenham,0,4,3.2,3.4,2.25,1.86,2.04
Brentford,West Ham,2,0,2.62,3.3,2.62,2.1,1.72
Leicester,Crystal Palace,2,1,2.37,3.3,2.9,1.99,1.91
Norwich,Burnley,2,0,2.87,3.2,2.55,2.3,1.61
Man City,Liverpool,2,2,2,3.75,3.5,1.72,2.1
Tottenham,Brighton,0,1,1.53,4,6.5,1.9,2.0
Man United,Norwich,3,2,1.25,6.5,10,1.5,2.62
Southampton,Arsenal,1,0,3.8,3.6,1.95,1.9,2.0
Watford,Brentford,1,2,2.7,3.3,2.55,2.1,1.72
Newcastle,Leicester,2,1,2.2,3.4,3.3,1.99,1.91
West Ham,Burnley,1,1,1.7,3.8,5,1.95,1.95
Liverpool,Man United,4,0,1.4,5,7,1.5,2.62
Chelsea,Arsenal,2,4,1.83,3.6,4.33,2.1,1.8
Everton,Leicester,1,1,2.25,3.4,3.25,1.92,1.98
Newcastle,Crystal Palace,1,0,2.25,3.4,3.25,2.2,1.66
Man City,Brighton,3,0,1.16,7,17,1.61,2.3
Burnley,Southampton,2,0,2.75,3.25,2.62,1.98,1.92
Arsenal,Man United,3,1,2.05,3.5,3.5,1.81,2.09
Leicester,Aston Villa,0,0,2.8,3.4,2.5,1.85,2.05
Man City,Watford,5,1,1.1,10,26,1.36,3.2
Norwich,Newcastle,0,3,3.5,3.3,2.15,1.98,1.92
Brentford,Tottenham,0,0,4.33,3.5,1.85,1.89,2.01
Brighton,Southampton,2,2,2.1,3.4,3.6,2.02,1.88
Burnley,Wolves,1,0,2.7,3,2.87,2.37,1.57
Chelsea,West Ham,1,0,1.5,4.33,6.5,1.83,2.07
Liverpool,Everton,2,0,1.18,7,15,1.44,2.75
Crystal Palace,Leeds,0,0,2.05,3.5,3.5,1.88,2.02
Man United,Chelsea,1,1,3.2,3.4,2.25,1.86,2.04
Newcastle,Liverpool,0,1,8.5,5,1.36,1.66,2.2
Aston Villa,Norwich,2,0,1.4,4.5,9,1.66,2.2
Southampton,Crystal Palace,1,2,2.4,3.3,3.1,2.03,1.87
Watford,Burnley,1,2,2.6,3.3,2.75,2.1,1.72
Wolves,Brighton,0,3,2.7,3.2,2.75,2.5,1.53
Leeds,Man City,0,4,8.5,6,1.3,1.5,2.62
Everton,Chelsea,1,0,5,3.6,1.75,2.02,1.88
Tottenham,Leicester,3,1,1.44,4.75,7,1.57,2.37
West Ham,Arsenal,1,2,4.33,3.8,1.8,1.89,2.01
Man United,Brentford,3,0,1.72,4,4.5,1.72,2.1
Brentford,Southampton,3,0,2.15,3.5,3.3,1.95,1.95
Burnley,Aston Villa,1,3,3,3.3,2.4,2.07,1.83
Chelsea,Wolves,2,2,1.33,5,9.5,1.93,1.97
Crystal Palace,Watford,1,0,1.65,4,5,1.99,1.91
Brighton,Man United,4,0,2.8,3.5,2.45,1.95,1.95
Liverpool,Tottenham,1,1,1.4,5,7,1.53,2.5
Arsenal,Leeds,2,1,1.45,4.5,7,1.61,2.3
Leicester,Everton,1,2,2.6,3.3,2.75,2.01,1.89
Norwich,West Ham,0,4,4.5,3.8,1.75,1.85,2.05
Man City,Newcastle,5,0,1.16,7,17,1.5,2.62
Aston Villa,Liverpool,1,2,7.5,4.75,1.4,1.61,2.3
Leeds,Chelsea,0,3,4.75,4.2,1.65,1.61,2.3
Leicester,Norwich,3,0,1.44,4.75,7,1.61,2.3
Watford,Everton,0,0,4.2,3.6,1.83,1.94,1.96
Wolves,Man City,1,5,11,6,1.25,1.66,2.2
Tottenham,Arsenal,3,0,2.05,3.75,3.5,1.8,2.0
Tottenham,Burnley,1,0,1.33,5.25,9,1.57,2.37
Aston Villa,Crystal Palace,1,1,2,3.5,3.75,1.93,1.97
Leeds,Brighton,1,1,2.62,3.5,2.62,1.84,2.06
Watford,Leicester,1,5,3.8,3.5,1.95,1.72,2.1
West Ham,Man City,2,2,7.5,5,1.4,1.53,2.5
Wolves,Norwich,1,1,1.45,4.75,6.5,1.86,2.04
Everton,Brentford,2,3,2.05,3.6,3.5,2.03,1.87
Newcastle,Arsenal,2,0,4.33,3.6,1.83,1.9,2.0
Southampton,Liverpool,1,2,7.5,5.5,1.33,1.44,2.75
Everton,Crystal Palace,3,2,1.9,3.4,4.33,2.0,1.8
Aston Villa,Burnley,1,1,2.05,3.5,3.6,1.99,1.91
Chelsea,Leicester,1,1,1.4,4.75,8,1.61,2.3
Arsenal,Everton,5,1,1.36,4.75,9,1.57,2.37
Brentford,Leeds,1,2,2.45,3.8,2.62,1.57,2.37
Brighton,West Ham,3,1,2.37,3.5,2.9,1.72,2.1
Burnley,Newcastle,1,2,2.25,3.4,3.2,1.94,1.96
Chelsea,Watford,2,1,1.18,7.5,15,1.44,2.75
Crystal Palace,Man United,1,0,3,3.6,2.25,1.72,2.1
Leicester,Southampton,4,1,1.85,4,3.8,1.57,2.37
Liverpool,Wolves,3,1,1.14,8.5,15,1.44,2.75
Man City,Aston Villa,3,2,1.16,8,17,1.44,2.75
Norwich,Tottenham,0,5,9.5,6.5,1.25,1.44,2.75
M'gladbach,Bayern Munich,1,1,4.33,4.5,1.66,1.4,3.0
Augsburg,Hoffenheim,0,4,3.2,3.75,2.1,1.61,2.3
Bielefeld,Freiburg,0,0,2.8,3.4,2.5,2.05,1.88
Stuttgart,Greuther Furth,5,1,1.83,4,4,1.61,2.3
Union Berlin,Leverkusen,1,1,2.75,3.4,2.55,1.9,1.9
Wolfsburg,Bochum,1,0,1.53,4.5,5.75,1.57,2.37
Dortmund,Ein Frankfurt,5,2,1.4,5.5,6.5,1.36,3.2
Mainz,RB Leipzig,1,0,8,5.5,1.33,1.53,2.5
FC Koln,Hertha,3,1,2.55,3.4,2.75,2.0,1.93
RB Leipzig,Stuttgart,4,0,1.36,5.25,7,1.53,2.5
Bochum,Mainz,2,0,2.62,3.5,2.62,1.8,2.0
Ein Frankfurt,Augsburg,0,0,1.57,4.5,5.25,1.53,2.5
Freiburg,Dortmund,2,1,5.5,4.75,1.5,1.5,2.62
Greuther Furth,Bielefeld,1,1,2.55,3.4,2.7,2.0,1.8
Hertha,Wolfsburg,1,2,3,3.4,2.37,1.8,2.0
Leverkusen,M'gladbach,4,0,2.2,3.75,3,1.57,2.37
Hoffenheim,Union Berlin,2,2,2,3.6,3.6,1.72,2.1
Bayern Munich,FC Koln,3,2,1.11,11,16,1.28,3.75
Dortmund,Hoffenheim,3,2,1.4,5.5,6.5,1.3,3.5
Augsburg,Leverkusen,1,4,4.75,3.8,1.72,1.8,2.0
Bielefeld,Ein Frankfurt,1,1,3.3,3.6,2.1,1.8,2.0
FC Koln,Bochum,2,1,1.83,3.75,4.2,1.72,2.1
Mainz,Greuther Furth,3,0,1.66,4,5,1.72,2.1
Stuttgart,Freiburg,2,3,2.15,3.6,3.2,1.72,2.1
Bayern Munich,Hertha,5,0,1.14,9,15,1.25,4.0
Union Berlin,M'gladbach,2,1,2.45,3.25,2.9,1.8,2.0
Wolfsburg,RB Leipzig,1,0,3.6,3.5,2.05,1.8,2.0
Freiburg,FC Koln,1,1,2.2,3.6,3.1,1.66,2.2
Greuther Furth,Wolfsburg,0,2,5.5,4.33,1.57,1.61,2.3
Hoffenheim,Mainz,0,2,2,3.75,3.5,1.57,2.37
Leverkusen,Dortmund,3,4,3.1,3.8,2.15,1.4,3.0
Union Berlin,Augsburg,0,0,1.7,3.75,5,1.91,1.99
RB Leipzig,Bayern Munich,1,4,3,3.8,2.2,1.44,2.75
Ein Frankfurt,Stuttgart,1,1,2,3.75,3.5,1.5,2.62
Bochum,Hertha,1,3,2.8,3.4,2.5,2.02,1.88
M'gladbach,Bielefeld,3,1,1.44,4.75,7,1.66,2.2
Hertha,Greuther Furth,2,1,1.75,3.75,4.2,1.86,2.04
Augsburg,M'gladbach,1,0,4.2,4,1.8,1.57,2.37
Bayern Munich,Bochum,7,0,1.06,13,29,1.16,5.0
Bielefeld,Hoffenheim,0,0,3.5,3.6,2.05,1.72,2.1
Mainz,Freiburg,0,0,2,3.6,3.6,1.8,2.0
FC Koln,RB Leipzig,1,1,4.5,4,1.72,1.57,2.37
Stuttgart,Leverkusen,1,3,3.3,3.75,2.1,1.53,2.5
Dortmund,Union Berlin,4,2,1.36,5.25,8,1.44,2.75
Wolfsburg,Ein Frankfurt,1,1,1.8,3.8,4.33,1.72,2.1
Greuther Furth,Bayern Munich,1,3,23,13,1.07,1.14,5.5
Ein Frankfurt,FC Koln,1,1,2,3.75,3.5,1.57,2.37
Hoffenheim,Wolfsburg,3,1,2.75,3.5,2.5,1.66,2.2
Leverkusen,Mainz,1,0,1.72,4,4.5,1.61,2.3
RB Leipzig,Hertha,6,0,1.3,5.5,10,1.57,2.37
Union Berlin,Bielefeld,1,0,1.66,3.8,5.5,2.06,1.84
M'gladbach,Dortmund,1,0,4.33,4.2,1.72,1.36,3.2
Bochum,Stuttgart,0,0,3,3.5,2.3,1.72,2.1
Freiburg,Augsburg,3,0,1.85,3.6,4.33,2.0,1.8
FC Koln,Greuther Furth,3,1,1.4,5,7,1.44,2.75
Dortmund,Augsburg,2,1,1.22,6.5,12,1.36,3.2
Hertha,Freiburg,1,2,2.9,3.4,2.4,1.97,1.93
Stuttgart,Hoffenheim,3,1,2.62,3.75,2.45,1.44,2.75
Wolfsburg,M'gladbach,1,3,2.1,3.6,3.4,1.72,2.1
RB Leipzig,Bochum,3,0,1.2,7,12,1.4,3.0
Mainz,Union Berlin,1,2,2.05,3.5,3.6,2.0,1.8
Bayern Munich,Ein Frankfurt,1,2,1.16,8,15,1.2,4.5
Bielefeld,Leverkusen,0,4,5,4,1.61,1.72,2.1
Hoffenheim,FC Koln,5,0,2,3.9,3.3,1.44,2.75
